RBG_CYC_83758_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C3C3_0000_11_3 (300407 Points)
Capacity (mAh)	Voltage (V)
67.26	3.6098
72.87	3.6228
78.47	3.6334
84.08	3.6424
89.68	3.6507
95.29	3.66
100.89	3.6693
106.5	3.6796
112.1	3.691
117.71	3.7038
123.31	3.7186
128.92	3.7351
134.52	3.754
140.13	3.7748
145.73	3.7968
151.34	3.8203
156.94	3.8448
162.55	3.8693
168.15	3.8941
173.76	3.9186
179.36	3.9431
184.97	3.9685
190.57	3.9942
196.18	4.0206
201.78	4.0473
207.39	4.0745
212.88	4.0981
215.59	4.0984
216.59	4.0981
0	4.0866
5.61	4.0414
11.21	4.0091
16.82	3.9781
22.42	3.9474
28.03	3.9161
33.63	3.8848
39.24	3.8554
44.84	3.8287
50.45	3.8036
56.05	3.7788
61.66	3.7546
67.26	3.731
72.87	3.7087
78.47	3.6876
84.08	3.6684
89.68	3.6507
95.29	3.6352
100.89	3.621
106.5	3.6086
112.1	3.5974
117.71	3.5869
123.31	3.5766
128.92	3.5664
134.52	3.5562
140.13	3.545
145.73	3.5332
151.34	3.5199
156.94	3.5044
162.55	3.4871
168.15	3.4675
173.76	3.4492
179.36	3.434
184.97	3.4185
190.57	3.4002
196.18	3.3792
201.78	3.3469
206.55	3.2967
207.39	3.284
209.91	3.2338
211.87	3.1832
212.99	3.1501
214.35	3.1001
215.53	3.049
216.48	2.9988
0	3.071
0.24	3.1215
0.82	3.1721
1.77	3.2223
3.19	3.2728
5.1	3.3231
5.61	3.3342
8.18	3.3844
11.21	3.43
16.82	3.4663
22.42	3.4812
28.03	3.4948
33.63	3.5084
39.24	3.5224
44.84	3.5385
50.45	3.5568
56.05	3.5751
61.66	3.5934
67.26	3.6095
72.87	3.6225
78.47	3.6334
84.08	3.6424
89.68	3.6511
95.29	3.6597
100.89	3.669
106.5	3.6793
112.1	3.691
117.71	3.7041
123.31	3.7186
128.92	3.7351
134.52	3.7537
140.13	3.7748
145.73	3.7971
151.34	3.8203
156.94	3.8448
162.55	3.8693
168.15	3.8941
173.76	3.9189
179.36	3.9437
184.97	3.9688
190.57	3.9942
196.18	4.0203
201.78	4.0473
207.39	4.0752
212.86	4.0984
215.55	4.0981
216.57	4.0981
0	4.0873
5.61	4.0414
11.21	4.0094
16.82	3.9784
22.42	3.9471
28.03	3.9158
33.63	3.8842
39.24	3.8557
44.84	3.829
50.45	3.8036
56.05	3.7788
61.66	3.7546
67.26	3.731
72.87	3.709
78.47	3.6879
84.08	3.6681
89.68	3.6504
95.29	3.6349
100.89	3.6213
106.5	3.6089
112.1	3.5971
117.71	3.5866
123.31	3.5763
128.92	3.5661
134.52	3.5562
140.13	3.545
145.73	3.5329
151.34	3.5196
156.94	3.5044
162.55	3.4871
168.15	3.4675
173.76	3.4489
179.36	3.4337
184.97	3.4179
190.57	3.4002
196.18	3.3792
201.78	3.3466
206.49	3.2964
207.39	3.2831
209.87	3.2331
211.83	3.1829
212.99	3.1476
214.37	3.097
215.53	3.0459
216.43	2.9994
0	3.0698
0.28	3.1225
0.86	3.173
1.85	3.2232
3.31	3.2734
5.19	3.3234
5.61	3.333
8.2	3.3835
11.21	3.4291
16.82	3.466
22.42	3.4805
28.03	3.4942
33.63	3.5084
39.24	3.5224
44.84	3.5382
50.45	3.5565
56.05	3.5745
61.66	3.5931
67.26	3.6095
72.87	3.6228
78.47	3.6331
84.08	3.6421
89.68	3.6507
95.29	3.66
100.89	3.6693
106.5	3.6799
112.1	3.6907
117.71	3.7038
123.31	3.7186
128.92	3.7351
134.52	3.7543
140.13	3.7748
145.73	3.7968
151.34	3.8203
156.94	3.8448
162.55	3.8696
168.15	3.8944
173.76	3.9192
179.36	3.9437
184.97	3.9688
190.57	3.9942
196.18	4.0209
201.78	4.0476
207.39	4.0752
212.85	4.0981
215.52	4.0981
216.49	4.0981
0	4.0873
5.61	4.0414
11.21	4.0097
16.82	3.9784
22.42	3.9471
28.03	3.9155
33.63	3.8839
39.24	3.8554
44.84	3.8287
50.45	3.8036
56.05	3.7785
61.66	3.7543
67.26	3.731
72.87	3.7087
78.47	3.6879
84.08	3.6684
89.68	3.6504
95.29	3.6349
100.89	3.621
106.5	3.6086
112.1	3.5971
117.71	3.5869
123.31	3.576
128.92	3.5661
134.52	3.5556
140.13	3.5447
145.73	3.5329
151.34	3.5193
156.94	3.5044
162.55	3.4864
168.15	3.4669
173.76	3.4489
179.36	3.4337
184.97	3.4179
190.57	3.4002
196.18	3.3792
201.78	3.3466
206.43	3.2964
207.39	3.2815
209.87	3.2313
211.83	3.1808
212.99	3.1454
214.35	3.0952
215.51	3.0447
216.37	2.9994
0	3.0682
0.26	3.1184
0.86	3.1696
1.85	3.2198
3.27	3.27
5.14	3.32
5.61	3.3302
8.13	3.3804
11.21	3.4278
16.82	3.4657
22.42	3.4805
28.03	3.4942
33.63	3.5081
39.24	3.5221
44.84	3.5382
50.45	3.5565
56.05	3.5745
61.66	3.5928
67.26	3.6092
72.87	3.6225
78.47	3.6331
84.08	3.6421
89.68	3.6507
95.29	3.6597
100.89	3.669
106.5	3.6793
112.1	3.691
117.71	3.7038
123.31	3.7183
128.92	3.7348
134.52	3.754
140.13	3.7748
145.73	3.7971
151.34	3.8206
156.94	3.8448
162.55	3.8696
168.15	3.8944
173.76	3.9189
179.36	3.9443
184.97	3.9688
190.57	3.9942
196.18	4.0206
201.78	4.0479
207.39	4.0755
212.84	4.0981
215.49	4.0981
216.45	4.0981
0	4.0873
5.61	4.0414
11.21	4.0094
16.82	3.9784
22.42	3.9468
28.03	3.9152
33.63	3.8839
39.24	3.855
44.84	3.8287
50.45	3.8033
56.05	3.7785
61.66	3.7543
67.26	3.731
72.87	3.7087
78.47	3.6876
84.08	3.6678
89.68	3.6501
95.29	3.6346
100.89	3.6207
106.5	3.6086
112.1	3.5971
117.71	3.5866
123.31	3.576
128.92	3.5661
134.52	3.5556
140.13	3.5447
145.73	3.5326
151.34	3.519
156.94	3.5038
162.55	3.4864
168.15	3.4666
173.76	3.4486
179.36	3.4337
184.97	3.4179
190.57	3.3999
196.18	3.3792
201.78	3.3463
206.4	3.2961
207.39	3.2803
209.87	3.2297
211.79	3.1795
212.99	3.1432
214.37	3.0927
215.49	3.0425
216.33	2.9988
0	3.066
0.28	3.1172
0.88	3.1687
1.89	3.2189
3.33	3.2694
5.21	3.3196
5.61	3.328
8.09	3.3782
11.21	3.4266
16.82	3.4657
22.42	3.4802
28.03	3.4939
33.63	3.5078
39.24	3.5218
44.84	3.5379
50.45	3.5562
56.05	3.5739
61.66	3.5925
67.26	3.6092
72.87	3.6222
78.47	3.6334
84.08	3.6424
89.68	3.6507
95.29	3.6597
100.89	3.669
106.5	3.6793
112.1	3.691
117.71	3.7038
123.31	3.7183
128.92	3.7351
134.52	3.754
140.13	3.7748
145.73	3.7971
151.34	3.8203
156.94	3.8448
162.55	3.8699
168.15	3.8944
173.76	3.9192
179.36	3.944
184.97	3.9688
190.57	3.9946
196.18	4.0209
201.78	4.0479
207.39	4.0758
212.83	4.0981
215.46	4.0981
216.39	4.0981
0	4.0866
5.61	4.0417
11.21	4.0097
16.82	3.9784
22.42	3.9468
28.03	3.9149
33.63	3.8839
39.24	3.855
44.84	3.8287
50.45	3.8033
56.05	3.7785
61.66	3.7543
67.26	3.731
72.87	3.7087
78.47	3.6873
84.08	3.6678
89.68	3.6501
95.29	3.6349
100.89	3.6207
106.5	3.6086
112.1	3.5968
117.71	3.5863
123.31	3.576
128.92	3.5661
134.52	3.5556
140.13	3.5444
145.73	3.5323
151.34	3.519
156.94	3.5035
162.55	3.4861
168.15	3.4663
173.76	3.4483
179.36	3.4334
184.97	3.4179
190.57	3.4002
196.18	3.3792
201.78	3.346
206.32	3.2958
207.39	3.2787
209.85	3.2285
211.78	3.1783
212.99	3.1411
214.35	3.0908
215.51	3.04
216.28	2.9994
0	3.0651
0.26	3.1153
0.88	3.1656
1.87	3.2158
3.29	3.2663
5.16	3.3169
5.61	3.3265
8.07	3.3767
11.21	3.4254
16.82	3.465
22.42	3.4799
28.03	3.4939
33.63	3.5078
39.24	3.5218
44.84	3.5376
50.45	3.5556
56.05	3.5739
61.66	3.5925
67.26	3.6092
72.87	3.6222
78.47	3.6331
84.08	3.6421
89.68	3.6504
95.29	3.66
100.89	3.669
106.5	3.6793
112.1	3.6907
117.71	3.7034
123.31	3.7186
128.92	3.7351
134.52	3.7543
140.13	3.7751
145.73	3.7974
151.34	3.8203
156.94	3.8451
162.55	3.8699
168.15	3.895
173.76	3.9195
179.36	3.944
184.97	3.9691
190.57	3.9949
196.18	4.0212
201.78	4.0485
207.39	4.0758
212.81	4.0981
215.41	4.0981
216.32	4.0981
0	4.0873
5.61	4.0414
11.21	4.0094
16.82	3.9784
22.42	3.9465
28.03	3.9146
33.63	3.8833
39.24	3.855
44.84	3.8287
50.45	3.8033
56.05	3.7782
61.66	3.754
67.26	3.7307
72.87	3.7081
78.47	3.6873
84.08	3.6675
89.68	3.6501
95.29	3.6346
100.89	3.6207
106.5	3.6083
112.1	3.5974
117.71	3.5863
123.31	3.576
128.92	3.5658
134.52	3.5553
140.13	3.5444
145.73	3.5323
151.34	3.5187
156.94	3.5032
162.55	3.4855
168.15	3.466
173.76	3.448
179.36	3.4334
184.97	3.4176
190.57	3.3996
196.18	3.3785
201.78	3.3457
206.28	3.2955
207.39	3.2775
209.81	3.2269
211.74	3.1764
212.99	3.1386
214.34	3.0884
215.48	3.0375
216.2	2.9994
0	3.0636
0.3	3.116
0.93	3.1662
1.94	3.2167
3.38	3.2669
5.25	3.3172
5.61	3.3249
8.05	3.3751
11.21	3.4241
16.83	3.465
22.44	3.4799
28.04	3.4936
33.65	3.5075
39.25	3.5215
44.86	3.5376
50.46	3.5556
56.07	3.5739
61.67	3.5921
67.28	3.6089
72.88	3.6219
78.49	3.6331
84.09	3.6421
89.7	3.6507
95.3	3.6594
100.91	3.669
106.51	3.6793
112.1	3.6907
117.71	3.7038
123.31	3.7186
128.92	3.7348
134.52	3.754
140.13	3.7748
145.73	3.7974
151.34	3.8209
156.94	3.8451
162.55	3.8699
168.15	3.8947
173.76	3.9195
179.36	3.9443
184.97	3.9694
190.57	3.9949
196.18	4.0212
201.78	4.0485
207.39	4.0761
212.8	4.0984
215.36	4.0981
216.28	4.0981
0	4.0873
5.61	4.0417
11.21	4.0097
16.82	3.9784
22.42	3.9468
28.03	3.9146
33.63	3.8833
39.24	3.8547
44.84	3.8284
50.45	3.8033
56.05	3.7785
61.66	3.7543
67.26	3.7307
72.87	3.7081
78.47	3.6873
84.08	3.6678
89.68	3.6501
95.29	3.6346
100.89	3.6207
106.5	3.6083
112.1	3.5968
117.71	3.5863
123.31	3.576
128.92	3.5655
134.52	3.5553
140.13	3.5444
145.73	3.5323
151.34	3.519
156.94	3.5035
162.55	3.4855
168.15	3.4657
173.76	3.448
179.36	3.4334
184.97	3.4179
190.57	3.3999
196.18	3.3789
201.78	3.3454
206.25	3.2952
207.39	3.2769
209.76	3.2269
211.7	3.1767
212.99	3.1374
214.32	3.0871
215.48	3.0366
216.19	2.9991
0	3.0691
0.35	3.1191
1.05	3.1702
2.11	3.2207
3.59	3.2707
5.49	3.3212
5.61	3.3231
8.03	3.3733
11.21	3.4232
16.82	3.4647
22.42	3.4793
28.03	3.4936
33.63	3.5075
39.24	3.5215
44.84	3.5373
50.45	3.5553
56.05	3.5735
61.66	3.5921
67.26	3.6086
72.87	3.6219
78.47	3.6328
84.08	3.6418
89.68	3.6504
95.29	3.6594
100.89	3.669
106.5	3.6793
112.1	3.6907
117.71	3.7034
123.31	3.7183
128.92	3.7351
134.52	3.754
140.13	3.7751
145.73	3.7974
151.34	3.8206
156.94	3.8454
162.55	3.8702
168.15	3.895
173.76	3.9195
179.36	3.944
184.97	3.9691
190.57	3.9952
196.18	4.0215
201.78	4.0485
207.39	4.0761
212.8	4.0981
215.37	4.0981
216.22	4.0981
0	4.0873
5.61	4.0417
11.21	4.0097
16.82	3.9781
22.42	3.9462
28.03	3.9143
33.63	3.8833
39.24	3.8547
44.84	3.8284
50.45	3.803
56.05	3.7782
61.66	3.754
67.26	3.7304
72.87	3.7087
78.47	3.6873
84.08	3.6675
89.68	3.6498
95.29	3.6343
100.89	3.6204
106.5	3.6083
112.1	3.5968
117.71	3.5863
123.31	3.5757
128.92	3.5655
134.52	3.5553
140.13	3.5441
145.73	3.5323
151.34	3.5184
156.94	3.5029
162.55	3.4852
168.15	3.4654
173.76	3.448
179.36	3.4331
184.97	3.4173
190.57	3.3993
196.18	3.3785
201.78	3.3451
206.19	3.2948
207.39	3.275
209.76	3.2248
211.7	3.1742
212.99	3.1339
214.34	3.0837
215.48	3.0332
216.11	2.9997
0	3.0679
0.37	3.1184
1.05	3.169
2.11	3.2192
3.61	3.2697
5.51	3.32
5.61	3.3221
8.07	3.3723
11.19	3.4223
11.21	3.4223
16.82	3.4647
22.42	3.4796
28.03	3.4933
33.63	3.5072
39.24	3.5212
44.84	3.537
50.45	3.5553
56.05	3.5735
61.66	3.5918
67.26	3.6086
72.87	3.6216
78.47	3.6328
84.08	3.6421
89.68	3.6507
95.29	3.6594
100.89	3.6687
106.5	3.6793
112.1	3.6907
117.71	3.7038
123.31	3.7186
128.92	3.7351
134.52	3.754
140.13	3.7751
145.73	3.7974
151.34	3.8213
156.94	3.8457
162.55	3.8702
168.15	3.895
173.76	3.9198
179.36	3.9446
184.97	3.9698
190.57	3.9955
196.18	4.0215
201.78	4.0488
207.39	4.0764
212.77	4.0981
215.28	4.0981
216.15	4.0984
0	4.0873
5.61	4.0414
11.21	4.0094
16.82	3.9781
22.42	3.9465
28.03	3.9146
33.63	3.8826
39.24	3.8541
44.84	3.8281
50.45	3.803
56.05	3.7782
61.66	3.754
67.26	3.7304
72.87	3.7078
78.47	3.687
84.08	3.6675
89.68	3.6498
95.29	3.6346
100.89	3.6204
106.5	3.608
112.1	3.5965
117.71	3.5859
123.31	3.5757
128.92	3.5655
134.52	3.5549
140.13	3.5438
145.73	3.532
151.34	3.5184
156.94	3.5029
162.55	3.4849
168.15	3.4647
173.76	3.4474
179.36	3.4331
184.97	3.4173
190.57	3.3996
196.18	3.3785
201.78	3.3448
206.12	3.2948
207.39	3.2734
209.74	3.2232
211.66	3.173
212.99	3.1315
214.32	3.0815
215.44	3.031
216.04	2.9997
0	3.0598
0.32	3.111
0.95	3.1612
1.98	3.2121
3.42	3.2626
5.27	3.3128
5.61	3.32
8.02	3.3705
11.15	3.4207
11.21	3.4213
16.82	3.4644
22.42	3.4793
28.03	3.4933
33.63	3.5072
39.24	3.5208
44.84	3.5367
50.45	3.5549
56.05	3.5732
61.66	3.5915
67.26	3.6086
72.87	3.6216
78.47	3.6328
84.08	3.6418
89.68	3.6504
95.29	3.6597
100.89	3.669
106.5	3.6793
112.1	3.6907
117.71	3.7038
123.31	3.7186
128.92	3.7354
134.52	3.7543
140.13	3.7754
145.73	3.7977
151.34	3.8209
156.94	3.8454
162.55	3.8705
168.15	3.8953
173.76	3.9202
179.36	3.945
184.97	3.9701
190.57	3.9958
196.18	4.0221
201.78	4.0491
207.39	4.0764
212.76	4.0981
215.26	4.0981
216.08	4.0981
0	4.0873
5.61	4.0417
11.21	4.0094
16.82	3.9778
22.42	3.9459
28.03	3.914
33.63	3.8826
39.24	3.8544
44.84	3.8281
50.45	3.8027
56.05	3.7779
61.66	3.7537
67.26	3.7301
72.87	3.7078
78.47	3.687
84.08	3.6675
89.68	3.6498
95.29	3.6343
100.89	3.6201
106.5	3.608
112.1	3.5965
117.71	3.5859
123.31	3.5754
128.92	3.5655
134.52	3.5546
140.13	3.5438
145.73	3.532
151.34	3.5184
156.94	3.5026
162.55	3.4846
168.15	3.4647
173.76	3.4474
179.36	3.4325
184.97	3.417
190.57	3.399
196.18	3.3782
201.78	3.3444
206.08	3.2942
207.39	3.2722
209.72	3.222
211.63	3.1718
212.99	3.1296
214.32	3.0791
215.42	3.0288
216	2.9985
0	3.0642
0.39	3.1147
1.08	3.1659
2.17	3.2161
3.62	3.2663
5.51	3.3165
5.61	3.3184
8.03	3.3689
11.14	3.4192
11.21	3.4198
16.82	3.4638
22.42	3.479
28.03	3.4929
33.63	3.5069
39.24	3.5208
44.84	3.5367
50.45	3.5546
56.05	3.5726
61.66	3.5912
67.26	3.6083
72.87	3.6216
78.47	3.6328
84.08	3.6418
89.68	3.6504
95.29	3.6594
100.89	3.6687
106.5	3.679
112.1	3.6907
117.71	3.7038
123.31	3.7186
128.92	3.7351
134.52	3.754
140.13	3.7748
145.73	3.7977
151.34	3.8209
156.94	3.8454
162.55	3.8705
168.15	3.895
173.76	3.9198
179.36	3.9446
184.97	3.9701
190.57	3.9958
196.18	4.0221
201.78	4.0491
207.39	4.0767
212.76	4.0981
215.25	4.0981
216.06	4.0981
0	4.0479
4.5	4.0479
5.61	4.0414
11.21	4.0091
16.82	3.9778
22.42	3.9456
28.03	3.9136
33.63	3.8823
39.24	3.8541
44.84	3.8278
50.45	3.8023
56.05	3.7775
61.66	3.7537
67.26	3.7301
72.87	3.7075
78.47	3.6864
84.08	3.6669
89.68	3.6495
95.29	3.634
100.89	3.6201
106.5	3.6077
112.1	3.5962
117.71	3.5856
123.31	3.5751
128.92	3.5652
134.52	3.5546
140.13	3.5435
145.73	3.5317
151.34	3.5181
156.94	3.5022
162.55	3.484
168.15	3.4638
173.76	3.4471
179.36	3.4325
184.97	3.417
190.57	3.399
196.18	3.3776
201.78	3.3435
206.02	3.2933
207.39	3.2697
209.74	3.2189
211.63	3.1687
212.99	3.1262
214.3	3.0753
215.42	3.0251
215.91	2.9997
0	3.0564
0.32	3.1076
0.99	3.1581
2	3.2087
3.42	3.2589
5.25	3.3094
5.61	3.3172
8	3.3674
11.08	3.4176
11.21	3.4192
16.82	3.4635
22.42	3.4787
28.03	3.4926
33.63	3.5069
39.24	3.5208
44.84	3.5363
50.45	3.5543
56.05	3.5729
61.66	3.5912
67.26	3.6083
72.87	3.6216
78.47	3.6325
84.08	3.6418
89.68	3.6504
95.29	3.6594
100.89	3.669
106.5	3.6793
112.1	3.6907
117.71	3.7034
123.31	3.7186
128.92	3.7354
134.52	3.7543
140.13	3.7751
145.73	3.7977
151.34	3.8209
156.94	3.8454
162.55	3.8709
168.15	3.8957
173.76	3.9202
179.36	3.945
184.97	3.9701
190.57	3.9958
196.18	4.0228
201.78	4.0494
207.39	4.077
212.75	4.0981
215.22	4.0981
216.01	4.0981
0	4.0873
5.61	4.0414
11.21	4.0094
16.82	3.9778
22.42	3.9459
28.03	3.9133
33.63	3.8823
39.24	3.8541
44.84	3.8278
50.45	3.8027
56.05	3.7779
61.66	3.7537
67.26	3.7301
72.87	3.7078
78.47	3.6867
84.08	3.6672
89.68	3.6492
95.29	3.634
100.89	3.6201
106.5	3.6077
112.1	3.5962
117.71	3.5856
123.31	3.5751
128.92	3.5652
134.52	3.5546
140.13	3.5438
145.73	3.5317
151.34	3.5177
156.94	3.5019
162.55	3.484
168.15	3.4638
173.76	3.4471
179.36	3.4325
184.97	3.4167
190.57	3.399
196.18	3.3776
201.78	3.3432
206	3.293
207.39	3.2691
209.68	3.2189
211.57	3.1687
212.99	3.124
214.28	3.0738
215.38	3.0236
215.85	2.9994
0	3.0555
0.34	3.106
1.01	3.1569
2.04	3.2074
3.44	3.2576
5.25	3.3076
5.61	3.3156
8	3.3661
11.02	3.4161
11.21	3.4185
16.82	3.4635
22.42	3.4787
28.03	3.4923
33.63	3.5066
39.24	3.5205
44.84	3.5363
50.45	3.5543
56.05	3.5726
61.66	3.5909
67.26	3.608
72.87	3.6216
78.47	3.6328
84.08	3.6421
89.68	3.6504
95.29	3.6594
100.89	3.6687
106.5	3.6793
112.1	3.6907
117.71	3.7038
123.31	3.7183
128.92	3.7351
134.52	3.7543
140.13	3.7754
145.73	3.798
151.34	3.8213
156.94	3.8457
162.55	3.8709
168.15	3.8957
173.76	3.9205
179.36	3.9453
184.97	3.9704
190.57	3.9961
196.18	4.0225
201.78	4.0497
207.39	4.0773
212.72	4.0981
215.14	4.0984
215.95	4.0981
0	4.0866
5.61	4.0414
11.21	4.0094
16.82	3.9778
22.42	3.9459
28.03	3.9133
33.63	3.8823
39.24	3.8538
44.84	3.8275
50.45	3.8023
56.05	3.7775
61.66	3.7537
67.26	3.7301
72.87	3.7075
78.47	3.6867
84.08	3.6672
89.68	3.6492
95.29	3.6337
100.89	3.6197
106.5	3.6077
112.1	3.5962
117.71	3.5856
123.31	3.5754
128.92	3.5652
134.52	3.5543
140.13	3.5432
145.73	3.5314
151.34	3.5177
156.94	3.5019
162.55	3.484
168.15	3.4638
173.76	3.4471
179.36	3.4325
184.97	3.4167
190.57	3.399
196.18	3.3776
201.78	3.3432
205.97	3.293
207.39	3.2685
209.7	3.2183
211.57	3.168
212.99	3.1228
214.3	3.0722
215.42	3.0211
215.85	2.9985
0	3.054
0.35	3.1063
1.03	3.1563
2.04	3.2065
3.46	3.2567
5.29	3.3069
5.61	3.3141
7.96	3.3643
10.99	3.4145
11.21	3.4173
16.82	3.4632
22.42	3.4784
28.03	3.4923
33.63	3.5066
39.24	3.5205
44.84	3.5363
50.45	3.554
56.05	3.5726
61.66	3.5909
67.26	3.608
72.87	3.6216
78.47	3.6328
84.08	3.6418
89.68	3.6501
95.29	3.6594
100.89	3.6687
106.5	3.6793
112.1	3.6907
117.71	3.7038
123.31	3.7186
128.92	3.7351
134.52	3.7543
140.13	3.7754
145.73	3.798
151.34	3.8216
156.94	3.8464
162.55	3.8712
168.15	3.8957
173.76	3.9205
179.36	3.9453
184.97	3.9704
190.57	3.9964
196.18	4.0228
201.78	4.0497
207.39	4.0773
212.71	4.0981
215.13	4.0981
215.91	4.0981
0	4.0873
5.61	4.0417
11.21	4.0094
16.82	3.9778
22.42	3.9456
28.03	3.9133
33.63	3.882
39.24	3.8538
44.84	3.8278
50.45	3.8027
56.05	3.7779
61.66	3.7537
67.26	3.7298
72.87	3.7075
78.47	3.6864
84.08	3.6669
89.68	3.6495
95.29	3.634
100.89	3.6201
106.5	3.6077
112.1	3.5959
117.71	3.5853
123.31	3.5751
128.92	3.5652
134.52	3.5543
140.13	3.5435
145.73	3.5314
151.34	3.5174
156.94	3.5013
162.55	3.4836
168.15	3.4635
173.76	3.4468
179.36	3.4325
184.97	3.4167
190.57	3.3987
196.18	3.3773
201.78	3.3429
205.95	3.2924
207.39	3.2676
209.65	3.2176
211.53	3.1674
212.99	3.1215
214.28	3.0713
215.38	3.0205
215.79	2.9994
0	3.0602
0.39	3.1107
1.12	3.1612
2.2	3.2118
3.66	3.2626
5.55	3.3131
5.61	3.3141
7.96	3.3643
11.02	3.4145
11.21	3.4173
16.82	3.4629
22.42	3.4781
28.03	3.4923
33.63	3.5066
39.24	3.5205
44.84	3.5363
50.45	3.554
56.05	3.5723
61.66	3.5909
67.26	3.608
72.87	3.6216
78.47	3.6328
84.08	3.6418
89.68	3.6504
95.29	3.6594
100.89	3.6687
106.5	3.679
112.1	3.6907
117.71	3.7038
123.31	3.7189
128.92	3.7354
134.52	3.7543
140.13	3.7754
145.73	3.798
151.34	3.8216
156.94	3.8464
162.55	3.8712
168.15	3.896
173.76	3.9208
179.36	3.9456
184.97	3.9707
190.57	3.9967
196.18	4.0231
201.78	4.05
207.39	4.0776
212.69	4.0981
215.07	4.0981
215.81	4.0981
0	4.0873
5.61	4.0417
11.21	4.0094
16.82	3.9778
22.42	3.9456
28.03	3.913
33.63	3.8817
39.24	3.8535
44.84	3.8278
50.45	3.8023
56.05	3.7775
61.66	3.7534
67.26	3.7298
72.87	3.7075
78.47	3.6864
84.08	3.6669
89.68	3.6489
95.29	3.6334
100.89	3.6194
106.5	3.6073
112.1	3.5962
117.71	3.5856
123.31	3.5748
128.92	3.5649
134.52	3.5543
140.13	3.5432
145.73	3.5314
151.34	3.5174
156.94	3.5013
162.55	3.4833
168.15	3.4632
173.76	3.4468
179.36	3.4325
184.97	3.4167
190.57	3.3984
196.18	3.3776
201.78	3.3429
205.87	3.2927
207.39	3.2663
209.66	3.2158
211.53	3.1656
212.99	3.1191
214.28	3.0688
215.36	3.0186
215.74	2.9991
0	3.0524
0.35	3.1039
1.05	3.155
2.09	3.2052
3.49	3.2555
5.32	3.3057
5.61	3.3119
7.92	3.3621
10.97	3.4123
11.21	3.4161
16.82	3.4629
22.42	3.4781
28.03	3.4923
33.63	3.5063
39.24	3.5202
44.84	3.5357
50.45	3.554
56.05	3.5723
61.66	3.5906
67.26	3.608
72.87	3.6213
78.47	3.6325
84.08	3.6418
89.68	3.6504
95.29	3.6594
100.89	3.6687
106.5	3.679
112.1	3.6907
117.71	3.7038
123.31	3.7189
128.92	3.7357
134.52	3.7546
140.13	3.7754
145.73	3.798
151.34	3.8216
156.94	3.8464
162.55	3.8715
168.15	3.8963
173.76	3.9208
179.36	3.9456
184.97	3.971
190.57	3.9967
196.18	4.0231
201.78	4.05
207.39	4.0776
212.68	4.0981
215.05	4.0984
215.78	4.0981
0	4.0876
5.61	4.0414
11.21	4.0094
16.82	3.9775
22.42	3.9453
28.03	3.9127
33.63	3.8817
39.24	3.8535
44.84	3.8275
50.45	3.802
56.05	3.7775
61.66	3.7534
67.26	3.7298
72.87	3.7072
78.47	3.6861
84.08	3.6666
89.68	3.6489
95.29	3.6334
100.89	3.6194
106.5	3.6073
112.1	3.5959
117.71	3.5853
123.31	3.5748
128.92	3.5649
134.52	3.554
140.13	3.5432
145.73	3.5311
151.34	3.5171
156.94	3.5013
162.55	3.483
168.15	3.4629
173.76	3.4464
179.36	3.4322
184.97	3.4164
190.57	3.3984
196.18	3.3773
201.78	3.3426
205.83	3.2924
207.39	3.2645
209.63	3.2145
211.5	3.1643
212.99	3.1163
214.28	3.0657
215.36	3.0152
215.68	2.9988
0	3.0698
0.07	3.0698
0.56	3.12
1.36	3.1708
2.54	3.2211
4.09	3.2716
5.61	3.3113
7.96	3.3618
10.97	3.412
11.21	3.4157
16.82	3.4629
22.42	3.4781
28.03	3.492
33.63	3.5063
39.24	3.5199
44.84	3.5357
50.45	3.554
56.05	3.5723
61.66	3.5909
67.26	3.608
72.87	3.6213
78.47	3.6325
84.08	3.6418
89.68	3.6504
95.29	3.6594
100.89	3.669
106.5	3.6793
112.1	3.691
117.71	3.7041
123.31	3.7189
128.92	3.7354
134.52	3.7546
140.13	3.7757
145.73	3.7986
151.34	3.8222
156.94	3.8467
162.55	3.8718
168.15	3.8969
173.76	3.9214
179.36	3.9459
184.97	3.971
190.57	3.9973
196.18	4.0237
201.78	4.051
207.39	4.0786
212.63	4.0984
214.94	4.0984
215.67	4.0981
0	4.0876
5.61	4.0414
11.21	4.0091
16.82	3.9778
22.42	3.9453
28.03	3.9127
33.63	3.8814
39.24	3.8535
44.84	3.8275
50.45	3.8023
56.05	3.7779
61.66	3.7534
67.26	3.7298
72.87	3.7072
78.47	3.6861
84.08	3.6666
89.68	3.6489
95.29	3.6337
100.89	3.6197
106.5	3.6073
112.1	3.5959
117.71	3.5853
123.31	3.5751
128.92	3.5649
134.52	3.554
140.13	3.5432
145.73	3.5311
151.34	3.5171
156.94	3.5013
162.55	3.4827
168.15	3.4626
173.76	3.4461
179.36	3.4319
184.97	3.4164
190.57	3.3984
196.18	3.377
201.78	3.342
205.8	3.2917
207.39	3.2632
209.63	3.2127
211.5	3.1622
212.99	3.1141
214.26	3.0639
215.34	3.0133
215.61	2.9991
0	3.0505
0.35	3.102
1.06	3.1525
2.09	3.2025
3.49	3.253
5.32	3.3032
5.61	3.3103
7.9	3.3603
10.93	3.4105
11.21	3.4148
16.82	3.4629
22.42	3.4778
28.03	3.492
33.63	3.5063
39.24	3.5202
44.84	3.5357
