RBG_CYC_83758_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C3C3_0000_11_3 (300407 Points)
Capacity (mAh)	Voltage (V)
79	3.6238
80.68	3.6182
82.36	3.6123
84.04	3.6064
85.72	3.6008
88.53	3.5918
90.21	3.5866
90.77	3.5847
92.45	3.5794
94.13	3.5742
95.81	3.5689
97.49	3.5633
99.17	3.558
100.85	3.5518
102.53	3.546
104.21	3.5391
105.89	3.5323
107.57	3.5246
109.26	3.5177
110.94	3.5109
112.62	3.5038
114.3	3.4967
115.98	3.4902
117.66	3.4846
119.34	3.4802
121.02	3.4762
122.7	3.4725
124.38	3.4688
126.06	3.465
127.74	3.4613
129.43	3.4573
131.11	3.4526
132.79	3.4486
134.47	3.4443
136.15	3.4396
137.83	3.435
139.51	3.4294
141.19	3.4229
142.87	3.4151
144.55	3.4049
146.23	3.3903
147.91	3.3711
149.59	3.3491
151.28	3.3231
152.96	3.2933
154.64	3.2592
156.32	3.2195
158	3.1739
159.56	3.1234
159.68	3.1197
160.97	3.0695
161.36	3.0527
162.39	3.0025
162.44	2.9997
0	3.0307
0.5	3.0822
1.29	3.1333
2.3	3.1845
3.55	3.2347
5.12	3.2849
5.6	3.2976
7.58	3.3479
10.05	3.3981
11.21	3.4182
14.63	3.4685
16.81	3.4858
22.42	3.5069
28.02	3.5252
33.62	3.5425
39.23	3.5596
44.83	3.5766
50.44	3.5965
56.04	3.6176
61.64	3.6396
67.25	3.6607
72.85	3.6802
78.45	3.7
84.06	3.7214
89.66	3.7459
95.27	3.7729
100.87	3.8017
106.47	3.8318
112.08	3.8625
117.68	3.8932
123.28	3.9245
128.89	3.9558
134.49	3.988
140.1	4.0206
145.7	4.0541
151.3	4.0882
155.73	4.0975
158.15	4.0975
159.72	4.0975
160.8	4.0975
161.06	4.0975
0	4.0783
3.21	4.0283
5.6	4.0085
11.21	3.9667
16.81	3.9273
22.42	3.8907
28.02	3.8547
33.62	3.8203
39.23	3.7862
44.83	3.7524
50.44	3.7199
56.04	3.6883
61.64	3.6591
67.25	3.6328
72.85	3.6089
78.46	3.5878
84.06	3.5686
89.66	3.5503
95.27	3.532
100.87	3.5122
106.48	3.4908
112.08	3.4694
117.68	3.4523
123.29	3.4356
128.89	3.417
134.49	3.3962
140.1	3.3714
145.7	3.3246
149.16	3.2741
151.31	3.235
153.59	3.1848
155.43	3.1343
156.91	3.0865
158.14	3.0363
158.95	2.9994
0	3.049
0.41	3.1005
1.1	3.151
2.05	3.2015
3.31	3.2517
4.91	3.3017
5.6	3.32
7.73	3.3702
10.4	3.4204
11.21	3.4328
15.86	3.483
16.81	3.4867
22.42	3.5069
28.02	3.5258
33.62	3.5435
39.23	3.5608
44.83	3.5791
50.44	3.5996
56.04	3.6213
61.64	3.6433
67.25	3.6635
72.85	3.683
78.46	3.7025
84.06	3.7248
89.66	3.7496
95.27	3.7772
100.87	3.807
106.48	3.8377
112.08	3.869
117.68	3.9006
123.29	3.9319
128.89	3.9642
134.5	3.9964
140.1	4.0299
145.7	4.0637
151.31	4.0984
154.91	4.0975
156.98	4.0975
158.34	4.0975
159.19	4.0975
0	4.0783
3.19	4.0283
5.6	4.0085
11.21	3.9667
16.81	3.9273
22.42	3.8907
28.02	3.8547
33.63	3.8203
39.23	3.7865
44.83	3.7527
50.44	3.7199
56.04	3.6886
61.65	3.6594
67.25	3.6328
72.85	3.6089
78.46	3.5881
84.06	3.5689
89.67	3.5503
95.27	3.532
100.87	3.5125
106.48	3.4914
112.08	3.4697
117.69	3.4523
123.29	3.4356
128.89	3.417
134.5	3.3962
140.1	3.3717
145.71	3.3265
149.18	3.2759
151.31	3.2375
153.61	3.187
155.46	3.137
156.92	3.0902
158.19	3.04
159.08	2.9988
0	3.0481
0.39	3.0989
1.1	3.1501
2.05	3.2009
3.33	3.2517
4.93	3.302
5.6	3.3196
7.73	3.3696
10.4	3.4198
11.21	3.4325
15.9	3.4827
16.81	3.4864
22.42	3.5069
28.02	3.5258
33.62	3.5438
39.23	3.5608
44.83	3.5794
50.44	3.5999
56.04	3.6213
61.65	3.6433
67.25	3.6635
72.85	3.6827
78.46	3.7028
84.06	3.7248
89.67	3.75
95.27	3.7775
100.87	3.8073
106.48	3.838
112.08	3.8693
117.69	3.9006
123.29	3.9319
128.89	3.9642
134.5	3.9967
140.1	4.0299
145.71	4.0637
151.31	4.0984
154.88	4.0975
156.94	4.0975
158.3	4.0975
159.15	4.0975
0	4.0783
3.18	4.0283
5.6	4.0082
11.21	3.966
16.81	3.927
22.42	3.8904
28.02	3.8547
33.62	3.8203
39.23	3.7865
44.83	3.7524
50.44	3.7196
56.04	3.6879
61.64	3.6588
67.25	3.6325
72.85	3.6089
78.46	3.5881
84.06	3.5695
89.66	3.5503
95.27	3.5317
100.87	3.5125
106.48	3.4914
112.08	3.47
117.68	3.4523
123.29	3.4356
128.89	3.4167
134.5	3.3956
140.1	3.3708
145.7	3.3265
149.18	3.2765
151.31	3.2378
153.57	3.1876
155.45	3.1374
156.91	3.0908
158.18	3.0406
159.08	2.9994
0	3.0484
0.39	3.0992
1.1	3.151
2.05	3.2012
3.31	3.2517
4.91	3.3017
5.6	3.3196
7.7	3.3696
10.37	3.4198
11.21	3.4328
15.97	3.483
16.81	3.4864
22.42	3.5069
28.02	3.5258
33.62	3.5435
39.23	3.5608
44.83	3.5794
50.44	3.6002
56.04	3.6213
61.64	3.6436
67.25	3.6638
72.85	3.683
78.46	3.7025
84.06	3.7248
89.66	3.75
95.27	3.7775
100.87	3.8073
106.48	3.8383
112.08	3.8696
117.69	3.9006
123.29	3.9326
128.89	3.9642
134.5	3.997
140.1	4.0302
145.71	4.0643
151.3	4.0978
154.84	4.0975
156.9	4.0975
158.26	4.0975
159.13	4.0975
0	4.0783
3.19	4.0283
5.6	4.0085
11.21	3.9667
16.81	3.9276
22.42	3.8907
28.02	3.855
33.62	3.8203
39.23	3.7865
44.83	3.7524
50.44	3.7199
56.04	3.6883
61.64	3.6591
67.25	3.6325
72.85	3.6089
78.46	3.5878
84.06	3.5686
89.67	3.5503
95.27	3.532
100.87	3.5125
106.48	3.4917
112.08	3.4703
117.69	3.4526
123.29	3.4356
128.89	3.4164
134.5	3.3956
140.1	3.3708
145.71	3.3265
149.18	3.2765
151.31	3.2381
153.61	3.1876
155.49	3.1367
156.91	3.0902
158.2	3.0397
159.1	2.9991
0	3.0484
0.39	3.0992
1.1	3.1513
2.07	3.2015
3.33	3.2517
4.91	3.302
5.6	3.3206
7.77	3.3708
10.48	3.4213
11.21	3.4328
16.05	3.483
16.81	3.4858
22.42	3.5066
28.02	3.5258
33.62	3.5438
39.23	3.5608
44.83	3.5794
50.44	3.5999
56.04	3.6213
61.65	3.6436
67.25	3.6638
72.85	3.683
78.46	3.7028
84.06	3.7248
89.67	3.7496
95.27	3.7775
100.87	3.8073
106.48	3.8383
112.08	3.8696
117.69	3.9012
123.29	3.9329
128.89	3.9645
134.5	3.997
140.1	4.0305
145.71	4.0643
151.3	4.0975
154.82	4.0975
156.87	4.0975
158.23	4.0975
159.06	4.0975
0	4.0783
3.18	4.0283
5.6	4.0082
11.21	3.9663
16.81	3.9273
22.42	3.8904
28.02	3.8547
33.62	3.8203
39.23	3.7862
44.83	3.7524
50.44	3.7196
56.04	3.6879
61.64	3.6585
67.25	3.6318
72.85	3.6086
78.46	3.5878
84.06	3.5686
89.66	3.55
95.27	3.5317
100.87	3.5122
106.48	3.4914
112.08	3.47
117.68	3.452
123.29	3.4353
128.89	3.4161
134.5	3.395
140.1	3.3702
145.7	3.3255
149.18	3.2753
151.31	3.2369
153.59	3.186
155.46	3.1355
156.91	3.0887
158.18	3.0381
159	2.9997
0	3.0496
0.41	3.1014
1.12	3.1529
2.11	3.204
3.38	3.2542
5.01	3.3048
5.6	3.3206
7.75	3.3708
10.46	3.4213
11.23	3.4331
16.16	3.4833
16.83	3.4858
22.43	3.5066
28.04	3.5261
33.64	3.5438
39.25	3.5611
44.85	3.5797
50.45	3.6002
56.06	3.6216
61.66	3.6433
67.27	3.6638
72.87	3.683
78.47	3.7028
84.08	3.7251
89.68	3.7503
95.29	3.7779
100.89	3.8076
106.48	3.8386
112.08	3.8699
117.68	3.9012
123.29	3.9332
128.89	3.9648
134.5	3.9977
140.1	4.0308
145.7	4.0646
151.29	4.0975
154.8	4.0975
156.84	4.0975
158.18	4.0975
159.01	4.0975
0	4.0783
3.18	4.0283
5.6	4.0082
11.21	3.966
16.81	3.927
22.42	3.8904
28.02	3.8547
33.62	3.8203
39.23	3.7862
44.83	3.7524
50.44	3.7193
56.04	3.6876
61.64	3.6585
67.25	3.6318
72.85	3.6086
78.46	3.5878
84.06	3.5686
89.66	3.55
95.27	3.5317
100.87	3.5119
106.48	3.4914
112.08	3.47
117.68	3.452
123.29	3.435
128.89	3.4161
134.5	3.3947
140.1	3.3696
145.7	3.3255
149.16	3.2753
151.31	3.2366
153.57	3.1863
155.42	3.1361
156.91	3.0881
158.16	3.0381
158.99	2.9997
0	3.0493
0.41	3.0998
1.1	3.1501
2.04	3.2003
3.27	3.2505
4.89	3.3007
5.6	3.3203
7.75	3.3708
10.44	3.421
11.21	3.4328
16.05	3.483
16.81	3.4858
22.42	3.5066
28.02	3.5258
33.62	3.5435
39.23	3.5608
44.83	3.5797
50.44	3.5999
56.04	3.6216
61.64	3.6436
67.25	3.6635
72.85	3.683
78.46	3.7025
84.06	3.7248
89.66	3.75
95.27	3.7779
100.87	3.8079
106.48	3.8386
112.08	3.8699
117.68	3.9012
123.29	3.9332
128.89	3.9648
134.5	3.9973
140.1	4.0308
145.7	4.0643
151.29	4.0975
154.8	4.0975
156.84	4.0975
158.18	4.0975
158.98	4.0975
0	4.0783
3.18	4.0283
5.6	4.0082
11.21	3.9663
16.81	3.927
22.42	3.8901
28.02	3.8547
33.62	3.82
39.23	3.7862
44.83	3.7524
50.44	3.7193
56.04	3.6879
61.64	3.6582
67.25	3.6315
72.85	3.6083
78.46	3.5875
84.06	3.5683
89.66	3.55
95.27	3.5314
100.87	3.5119
106.48	3.4911
112.08	3.4697
117.68	3.4517
123.29	3.435
128.89	3.4157
134.5	3.3944
140.1	3.3692
145.7	3.3249
149.16	3.2747
151.31	3.2356
153.57	3.1851
155.45	3.1343
156.91	3.0874
158.16	3.0366
158.95	2.9997
0	3.0496
0.41	3.1001
1.1	3.1504
2.05	3.2006
3.29	3.2514
4.89	3.3014
5.6	3.3206
7.77	3.3711
10.48	3.4213
11.21	3.4328
16.12	3.483
16.81	3.4855
22.42	3.5063
28.02	3.5258
33.62	3.5435
39.23	3.5608
44.83	3.5797
50.44	3.6002
56.04	3.6216
61.64	3.6436
67.25	3.6638
72.85	3.683
78.46	3.7028
84.06	3.7248
89.66	3.75
95.27	3.7779
100.87	3.8079
106.48	3.8389
112.08	3.8699
117.68	3.9019
123.29	3.9335
128.89	3.9651
134.5	3.9973
140.1	4.0308
145.71	4.0649
151.29	4.0975
154.78	4.0975
156.81	4.0972
158.15	4.0975
158.96	4.0975
0	4.0783
3.18	4.0283
5.6	4.0082
11.21	3.9663
16.81	3.927
22.42	3.8901
28.02	3.8544
33.62	3.82
39.23	3.7862
44.83	3.7524
50.44	3.7193
56.04	3.6879
61.65	3.6582
67.25	3.6312
72.85	3.6083
78.46	3.5875
84.06	3.5683
89.67	3.5497
95.27	3.5317
100.87	3.5125
106.48	3.4914
112.08	3.4697
117.69	3.4517
123.29	3.4347
128.89	3.4154
134.5	3.3944
140.1	3.3692
145.71	3.3243
149.16	3.2741
151.31	3.2353
153.55	3.1851
155.4	3.1349
156.91	3.0856
158.17	3.035
158.95	2.9988
0	3.0487
0.41	3.1005
1.08	3.1507
2.05	3.2012
3.31	3.2517
4.93	3.3023
5.6	3.32
7.73	3.3705
10.44	3.4207
11.21	3.4328
16.1	3.483
16.81	3.4858
22.42	3.5066
28.02	3.5258
33.62	3.5438
39.23	3.5611
44.83	3.5797
50.44	3.6002
56.04	3.6216
61.64	3.6436
67.25	3.6638
72.85	3.683
78.46	3.7028
84.06	3.7248
89.66	3.75
95.27	3.7779
100.87	3.8076
106.47	3.8386
112.08	3.8702
117.68	3.9012
123.29	3.9332
128.89	3.9651
134.49	3.9977
140.1	4.0311
145.7	4.0649
151.29	4.0975
154.77	4.0975
156.81	4.0975
158.15	4.0975
158.97	4.0975
0	4.0783
3.18	4.0283
5.6	4.0082
11.21	3.9663
16.81	3.927
22.42	3.8901
28.02	3.8544
33.62	3.82
39.23	3.7862
44.83	3.7521
50.44	3.7193
56.04	3.6876
61.64	3.6582
67.25	3.6315
72.85	3.6083
78.46	3.5875
84.06	3.5683
89.66	3.5497
95.27	3.5314
100.87	3.5119
106.48	3.4914
112.08	3.4697
117.68	3.4517
123.29	3.4347
128.89	3.4154
134.5	3.394
140.1	3.3689
145.7	3.3243
149.18	3.2741
151.31	3.2353
153.57	3.1848
155.44	3.1343
156.91	3.0865
158.14	3.0363
158.95	2.9991
0	3.0865
0.28	3.0865
0.92	3.1374
1.77	3.1876
2.95	3.2381
4.46	3.289
5.6	3.3203
7.75	3.3705
10.44	3.4207
11.21	3.4328
16.18	3.483
16.81	3.4855
22.42	3.5063
28.02	3.5258
33.62	3.5435
39.23	3.5611
44.83	3.5797
50.44	3.6002
56.04	3.6216
61.64	3.6436
67.25	3.6638
72.85	3.6833
78.46	3.7028
84.06	3.7251
89.66	3.75
95.27	3.7782
100.87	3.8079
106.48	3.8392
112.08	3.8702
117.68	3.9015
123.29	3.9335
128.89	3.9654
134.49	3.998
140.1	4.0314
145.7	4.0656
151.28	4.0975
154.74	4.0975
156.77	4.0972
158.11	4.0975
158.92	4.0975
0	4.0783
3.18	4.0283
5.6	4.0082
11.21	3.9663
16.81	3.927
22.42	3.8901
28.02	3.8544
33.62	3.82
39.23	3.7859
44.83	3.7521
50.44	3.7193
56.04	3.6873
61.64	3.6582
67.25	3.6315
72.85	3.6083
78.46	3.5875
84.06	3.568
89.66	3.5497
95.27	3.5314
100.87	3.5119
106.48	3.4914
112.08	3.47
117.68	3.4517
123.29	3.4343
128.89	3.4154
134.5	3.394
140.1	3.3689
145.7	3.3246
149.16	3.2744
151.31	3.2356
153.55	3.1854
155.4	3.1352
156.91	3.0859
158.18	3.035
158.95	2.9994
0	3.049
0.41	3.1008
1.1	3.1516
2.07	3.2025
3.34	3.2527
4.97	3.3032
5.6	3.32
7.73	3.3702
10.4	3.4204
11.21	3.4328
16.12	3.483
16.81	3.4855
22.42	3.5066
28.02	3.5258
33.62	3.5435
39.23	3.5608
44.83	3.5797
50.44	3.6002
56.04	3.6216
61.64	3.6436
67.25	3.6638
72.85	3.683
78.46	3.7028
84.06	3.7251
89.66	3.7503
95.27	3.7782
100.87	3.8079
106.48	3.8389
112.08	3.8699
117.68	3.9015
123.29	3.9335
128.89	3.9654
134.5	3.998
140.1	4.0311
145.7	4.0649
151.29	4.0975
154.76	4.0975
156.78	4.0975
158.12	4.0975
158.99	4.0975
0	4.0783
3.16	4.0283
5.6	4.0079
11.21	3.9663
16.81	3.9273
22.42	3.8904
28.02	3.8547
33.62	3.8203
39.23	3.7859
44.83	3.7521
50.44	3.7193
56.04	3.6876
61.64	3.6585
67.25	3.6315
72.85	3.6083
78.46	3.5872
84.06	3.5683
89.66	3.5497
95.27	3.5317
100.87	3.5119
106.47	3.4911
112.08	3.4697
117.68	3.4517
123.29	3.4347
128.89	3.4154
134.49	3.394
140.1	3.3689
145.7	3.3246
149.18	3.2744
151.31	3.2359
153.57	3.1854
155.43	3.1349
156.91	3.0871
158.18	3.0363
158.98	2.9985
0	3.0527
0.47	3.1042
1.2	3.156
2.17	3.2062
3.46	3.2564
5.08	3.3066
5.6	3.3196
7.72	3.3696
10.4	3.4201
11.21	3.4325
16.14	3.4827
16.81	3.4855
22.42	3.5063
28.02	3.5258
33.62	3.5435
39.23	3.5608
44.83	3.5797
50.44	3.6002
56.04	3.6216
61.64	3.6436
67.25	3.6635
72.85	3.683
78.45	3.7028
84.06	3.7248
89.66	3.7503
95.27	3.7782
100.87	3.8076
106.47	3.8386
112.08	3.8702
117.68	3.9015
123.29	3.9335
128.89	3.9654
134.5	3.998
140.1	4.0311
145.7	4.0652
151.29	4.0975
154.76	4.0975
156.79	4.0975
158.13	4.0975
158.95	4.0975
0	4.0783
3.18	4.0283
5.6	4.0079
11.21	3.9663
16.81	3.927
22.42	3.8901
28.02	3.8544
33.62	3.82
39.23	3.7859
44.83	3.7521
50.44	3.7193
56.04	3.6876
61.64	3.6585
67.25	3.6315
72.85	3.608
78.46	3.5872
84.06	3.568
89.66	3.5497
95.27	3.5317
100.87	3.5119
106.48	3.4914
112.08	3.47
117.69	3.4514
123.29	3.4343
128.89	3.4151
134.52	3.394
140.12	3.3689
145.72	3.324
149.18	3.2734
151.33	3.2347
153.57	3.1845
155.42	3.1343
156.93	3.085
158.15	3.035
158.93	2.9997
0	3.0493
0.41	3.1014
1.12	3.1532
2.09	3.2037
3.36	3.2539
4.99	3.3041
5.6	3.3206
7.75	3.3708
10.44	3.421
11.21	3.4331
16.2	3.4833
16.81	3.4855
22.42	3.5066
28.02	3.5258
33.62	3.5438
39.23	3.5611
44.83	3.5797
50.44	3.6002
56.04	3.6216
61.64	3.6436
67.25	3.6641
72.85	3.6833
78.46	3.7031
84.06	3.7255
89.67	3.7503
95.27	3.7782
100.87	3.8079
106.48	3.8389
112.08	3.8705
117.69	3.9019
123.29	3.9338
128.89	3.9654
134.5	3.998
140.1	4.0311
145.71	4.0656
151.28	4.0975
154.74	4.0975
156.76	4.0975
158.09	4.0975
158.91	4.0975
0	4.0783
3.14	4.0283
5.6	4.0079
11.21	3.966
16.81	3.927
22.42	3.8904
28.02	3.8547
33.62	3.82
39.23	3.7859
44.83	3.7521
50.44	3.7193
56.04	3.6876
61.64	3.6582
67.25	3.6312
72.85	3.6083
78.46	3.5875
84.06	3.568
89.66	3.5497
95.27	3.5314
100.87	3.5115
106.48	3.4911
112.08	3.4697
117.68	3.4517
123.29	3.4343
128.89	3.4151
134.5	3.3937
140.1	3.3686
145.7	3.324
149.18	3.2738
151.31	3.2347
153.57	3.1842
155.42	3.1336
156.91	3.0853
158.16	3.0344
158.91	2.9997
0	3.054
0.45	3.1048
1.18	3.1553
2.15	3.2056
3.44	3.2564
5.08	3.3069
5.6	3.3203
7.73	3.3705
10.42	3.4207
11.21	3.4331
16.23	3.4833
16.81	3.4855
22.42	3.5063
28.02	3.5258
33.62	3.5435
39.23	3.5608
44.83	3.5797
50.44	3.6002
56.04	3.6216
61.64	3.6436
67.25	3.6638
72.85	3.683
78.46	3.7028
84.06	3.7251
89.66	3.7503
95.27	3.7782
100.87	3.8082
106.48	3.8392
112.08	3.8702
117.68	3.9019
123.29	3.9335
128.89	3.9654
134.49	3.998
140.1	4.0314
145.7	4.0652
151.28	4.0975
154.74	4.0975
156.77	4.0975
158.1	4.0975
158.91	4.0975
0	4.0783
3.14	4.0283
5.6	4.0079
11.21	3.9663
16.81	3.927
22.42	3.8901
28.02	3.8547
33.62	3.82
39.23	3.7859
44.83	3.7518
50.43	3.7193
56.04	3.6873
61.64	3.6582
67.25	3.6312
72.85	3.6083
78.45	3.5869
84.06	3.568
89.66	3.5494
95.27	3.5311
100.87	3.5119
106.47	3.4908
112.08	3.4694
117.68	3.4514
123.29	3.4343
128.89	3.4151
134.49	3.3937
140.1	3.3686
145.7	3.3237
149.18	3.2731
151.31	3.2344
153.57	3.1839
155.4	3.1339
156.91	3.085
158.12	3.035
158.89	2.9994
0	3.0493
0.43	3.1014
1.12	3.1522
2.09	3.2031
3.36	3.2533
4.97	3.3035
5.6	3.3203
7.75	3.3705
10.42	3.4207
11.21	3.4328
16.14	3.483
16.81	3.4855
22.42	3.5063
28.02	3.5255
33.62	3.5435
39.23	3.5611
44.83	3.5797
50.44	3.6002
56.04	3.6216
61.64	3.6433
67.25	3.6638
72.85	3.683
78.46	3.7028
84.06	3.7251
89.66	3.7503
95.27	3.7782
100.87	3.8079
106.47	3.8389
112.08	3.8705
117.68	3.9019
123.29	3.9335
128.89	3.9654
134.49	3.998
140.1	4.0314
145.7	4.0656
151.28	4.0975
154.73	4.0975
156.76	4.0975
158.1	4.0975
158.92	4.0975
0	4.0783
3.16	4.0283
5.6	4.0082
11.21	3.9667
16.81	3.9273
22.42	3.8901
28.02	3.8544
33.62	3.82
39.23	3.7859
44.83	3.7521
50.44	3.7189
56.04	3.6873
61.64	3.6582
67.25	3.6312
72.85	3.6083
78.46	3.5875
84.06	3.568
89.66	3.5497
95.27	3.5311
100.87	3.5115
106.48	3.4911
112.08	3.4697
117.68	3.4517
123.29	3.4343
128.89	3.4148
134.49	3.3937
140.1	3.3686
145.7	3.324
149.16	3.2738
151.31	3.235
153.55	3.1848
155.4	3.1346
156.91	3.0856
158.14	3.035
158.91	2.9997
0	3.0493
0.41	3.1014
1.12	3.1525
2.09	3.2034
3.38	3.2539
5.01	3.3041
5.6	3.3203
7.73	3.3705
10.44	3.421
11.21	3.4328
16.16	3.483
16.81	3.4855
22.42	3.5063
28.02	3.5258
33.62	3.5438
39.23	3.5608
44.83	3.5797
50.44	3.6005
56.04	3.6219
61.64	3.6439
67.25	3.6641
72.85	3.683
78.46	3.7031
84.06	3.7251
89.67	3.7503
95.27	3.7782
100.87	3.8082
106.48	3.8392
112.08	3.8712
117.69	3.9022
123.29	3.9338
128.89	3.9654
134.5	3.9983
140.1	4.0314
145.71	4.0659
151.28	4.0975
154.72	4.0975
156.74	4.0975
158.09	4.0975
158.87	4.0975
0	4.0473
1.4	4.0473
5.6	4.0079
11.21	3.966
16.81	3.927
22.42	3.8901
28.02	3.8541
33.63	3.8197
39.23	3.7856
44.83	3.7518
50.44	3.7189
56.04	3.687
61.65	3.6579
67.25	3.6309
72.85	3.608
78.46	3.5869
84.06	3.568
89.67	3.5494
95.27	3.5311
100.87	3.5115
106.48	3.4908
112.08	3.4694
117.69	3.4514
123.29	3.434
128.89	3.4148
134.5	3.3934
140.1	3.368
145.71	3.3227
149.16	3.2722
151.31	3.2331
153.55	3.1826
155.36	3.1324
156.89	3.0822
156.91	3.0822
158.15	3.0313
158.86	2.9985
0	3.0481
0.41	3.1001
1.1	3.1504
2.05	3.2009
3.31	3.2517
4.91	3.3017
5.6	3.3203
7.75	3.3708
10.46	3.421
11.21	3.4328
16.21	3.483
16.81	3.4852
22.42	3.5063
28.02	3.5258
33.62	3.5435
39.23	3.5608
44.83	3.5797
50.44	3.6002
56.04	3.6216
61.64	3.6436
67.25	3.6638
72.85	3.683
78.46	3.7031
84.06	3.7251
89.66	3.7503
95.27	3.7782
100.87	3.8079
106.48	3.8389
112.08	3.8705
117.68	3.9019
123.29	3.9338
128.89	3.9654
134.5	3.998
140.1	4.0314
145.7	4.0652
151.28	4.0978
154.72	4.0975
156.75	4.0975
158.09	4.0972
158.91	4.0975
0	4.078
3.18	4.028
5.6	4.0082
11.21	3.9663
16.81	3.927
22.42	3.8907
28.02	3.8544
33.62	3.8197
39.23	3.7859
44.83	3.7521
50.44	3.7193
56.04	3.6876
61.65	3.6579
67.25	3.6315
72.85	3.6083
78.46	3.5872
84.06	3.568
89.67	3.5494
95.27	3.5311
100.87	3.5115
106.48	3.4911
112.08	3.4697
117.69	3.4514
123.29	3.434
128.89	3.4148
134.5	3.3934
140.1	3.3683
145.71	3.3234
149.14	3.2734
151.31	3.2344
153.53	3.1842
155.38	3.1339
156.9	3.0834
156.91	3.0834
158.17	3.0329
158.88	2.9997
0	3.0496
0.41	3.1008
1.08	3.151
2.04	3.2018
3.33	3.2527
4.93	3.3029
5.6	3.3209
7.75	3.3714
10.46	3.4216
11.21	3.4331
16.21	3.4833
16.81	3.4855
22.42	3.5063
28.02	3.5258
33.62	3.5438
39.23	3.5611
44.83	3.5801
50.44	3.6005
56.04	3.6216
61.64	3.6436
67.25	3.6638
72.85	3.6833
78.46	3.7031
84.06	3.7255
89.66	3.7509
95.27	3.7782
100.87	3.8079
106.48	3.8389
112.08	3.8705
117.68	3.9022
123.29	3.9341
128.89	3.9657
134.5	3.9986
140.1	4.0314
145.71	4.0656
151.28	4.0975
154.71	4.0975
156.72	4.0975
158.05	4.0975
158.85	4.0978
0	4.0783
3.16	4.028
5.6	4.0082
11.21	3.966
16.81	3.9267
22.42	3.8901
28.02	3.8544
33.62	3.82
39.23	3.7859
44.83	3.7521
50.44	3.7189
56.04	3.6873
61.65	3.6579
67.25	3.6312
72.85	3.6077
78.46	3.5872
84.06	3.568
89.67	3.5494
95.27	3.5311
100.87	3.5115
106.48	3.4908
112.08	3.4697
117.69	3.4514
123.29	3.434
128.89	3.4145
134.5	3.3934
140.1	3.368
145.71	3.3231
149.12	3.2731
151.31	3.2335
153.53	3.1832
155.38	3.1324
156.91	3.0825
158.15	3.0316
158.84	2.9991
0	3.049
0.41	3.0998
1.08	3.1501
2.04	3.2009
3.29	3.2511
4.89	3.3017
5.6	3.32
7.73	3.3702
10.4	3.4204
11.21	3.4331
16.25	3.4833
16.81	3.4855
22.42	3.5066
28.02	3.5258
33.62	3.5438
39.23	3.5608
44.83	3.5797
50.44	3.6002
56.04	3.6219
61.64	3.6439
67.25	3.6641
72.85	3.683
78.46	3.7028
84.06	3.7251
89.66	3.7503
95.27	3.7785
100.87	3.8085
106.48	3.8392
112.08	3.8705
117.68	3.9019
123.29	3.9338
128.89	3.9657
134.49	3.9983
140.1	4.0321
145.7	4.0656
151.27	4.0975
154.71	4.0975
156.72	4.0975
158.05	4.0978
158.86	4.0981
0	4.0783
3.18	4.0283
5.6	4.0079
11.21	3.966
16.81	3.9267
22.42	3.8901
28.02	3.8544
33.62	3.8197
39.23	3.7856
44.83	3.7518
50.44	3.7186
56.04	3.687
61.65	3.6579
67.25	3.6315
72.85	3.6083
78.46	3.5869
84.06	3.5677
89.67	3.5491
95.27	3.5311
100.87	3.5115
106.48	3.4908
112.08	3.4697
117.69	3.4514
123.29	3.434
128.9	3.4148
134.5	3.3934
140.1	3.368
145.71	3.3227
149.16	3.2725
151.31	3.2328
153.55	3.1826
155.38	3.1324
156.9	3.0819
156.91	3.0819
158.15	3.0316
158.84	2.9997
0	3.0543
0.45	3.1045
1.16	3.156
2.15	3.2062
3.44	3.2567
5.06	3.3069
5.6	3.3206
7.75	3.3711
10.44	3.4213
11.21	3.4331
16.25	3.4833
16.81	3.4855
22.42	3.5066
28.02	3.5258
33.62	3.5435
39.23	3.5611
44.83	3.5797
50.44	3.6005
56.04	3.6219
61.64	3.6436
71	3.6771
76.61	3.6963
78.46	3.7028
84.06	3.7251
89.66	3.7506
95.27	3.7785
100.87	3.8082
106.48	3.8392
112.08	3.8705
117.68	3.9022
123.29	3.9341
128.89	3.966
134.49	3.9986
140.1	4.0318
145.7	4.0656
151.27	4.0975
154.69	4.0975
156.7	4.0975
158.03	4.0975
158.87	4.0975
0	4.0767
3.34	4.0265
5.6	4.0082
11.21	3.9663
16.81	3.9273
22.6	3.8891
28.02	3.8544
33.62	3.82
39.23	3.7859
47.13	3.7382
50.44	3.7189
56.04	3.6876
61.65	3.6585
67.25	3.6312
72.85	3.608
78.46	3.5872
84.06	3.568
89.67	3.5491
95.27	3.5311
100.87	3.5119
106.48	3.4914
112.08	3.4697
117.69	3.4511
123.29	3.434
128.89	3.4148
134.5	3.3937
140.1	3.3683
145.71	3.3234
149.16	3.2734
151.31	3.2341
153.55	3.1839
155.38	3.1336
156.9	3.0834
156.92	3.0834
158.17	3.0329
158.88	2.9994
0	3.0493
0.41	3.1001
1.08	3.1501
2.04	3.2003
3.27	3.2505
4.88	3.301
5.6	3.3203
7.73	3.3705
10.42	3.4207
11.21	3.4328
16.16	3.483
16.81	3.4855
22.42	3.5066
28.02	3.5258
33.62	3.5438
39.23	3.5611
